1889,2557,183,903,35,40,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1893,2555,263,898,41,38,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1899,2557,181,868,35,40,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1899,2558,185,897,30,46,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1903,2555,262,872,41,38,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1903,2556,281,900,36,44,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1913,2555,263,851,41,38,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1913,2556,276,875,36,44,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1919,2557,176,819,35,40,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1919,2558,180,848,30,46,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1919,2559,174,907,35,42,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1933,2555,266,825,41,38,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1933,2556,279,849,36,44,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1939,2555,266,822,41,38,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1939,2556,279,847,36,44,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1949,2557,176,797,35,40,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1949,2558,180,826,30,46,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1949,2559,174,885,35,42,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1973,2555,268,806,41,38,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1973,2556,278,837,36,44,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
1979,2557,180,786,35,40,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1979,2558,184,815,30,46,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1979,2559,173,875,35,42,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2019,2557,180,786,35,40,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2019,2558,184,815,30,46,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2019,2559,173,875,35,42,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2023,2555,266,794,41,38,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
2023,2556,276,825,36,44,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
2039,2557,173,770,35,40,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2039,2558,181,797,30,46,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2039,2559,171,854,35,42,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2053,2555,263,761,41,38,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
2053,2556,273,784,36,44,1.00,60,1.00,Sus scrofa (Wild boar),2,2,0
2059,2557,169,724,35,40,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2059,2558,176,753,30,46,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
