1836,4306,378,850,42,31,1.00,32,1.00,Homo sapiens (Human),2,2,0
1906,4306,223,852,42,31,1.00,32,1.00,Homo sapiens (Human),2,2,0
1976,4306,66,869,42,31,1.00,32,1.00,Homo sapiens (Human),2,2,0
1996,4306,19,881,42,31,1.00,32,1.00,Homo sapiens (Human),2,2,0
2006,4306,0,889,33,31,1.00,32,1.00,Homo sapiens (Human),2,2,0
8647,4308,5,269,48,44,1.00,51,1.00,Unknown,0,2,0
8657,4307,0,101,21,38,1.00,51,1.00,Unknown,0,2,0
8657,4308,28,271,48,44,1.00,51,1.00,Unknown,0,2,0
8717,4307,84,107,45,38,1.00,51,1.00,Unknown,0,2,0
8717,4308,141,283,48,44,1.00,51,1.00,Unknown,0,2,0
8717,4309,0,451,26,38,1.00,51,1.00,Unknown,0,2,0
8757,4307,157,114,45,38,1.00,51,1.00,Unknown,0,2,0
8757,4308,214,290,48,44,1.00,51,1.00,Unknown,0,2,0
8757,4309,57,458,42,38,1.00,51,1.00,Unknown,0,2,0
8817,4307,259,126,45,38,1.00,51,1.00,Unknown,0,2,0
8817,4308,327,313,48,44,1.00,51,1.00,Unknown,0,2,0
8817,4309,151,473,42,38,1.00,51,1.00,Unknown,0,2,0
8877,4307,376,137,45,38,1.00,51,1.00,Unknown,0,2,0
8877,4308,442,331,48,44,1.00,51,1.00,Unknown,0,2,0
8877,4309,256,490,42,38,1.00,51,1.00,Unknown,0,2,0
8877,4310,0,353,33,31,1.00,51,1.00,Unknown,0,2,0
8948,4307,513,154,45,38,1.00,51,1.00,Unknown,0,2,0
8948,4308,580,350,48,44,1.00,51,1.00,Unknown,0,2,0
8948,4309,379,509,42,38,1.00,51,1.00,Unknown,0,2,0
8948,4310,106,368,43,31,1.00,51,1.00,Unknown,0,2,0
8984,4307,576,163,45,38,1.00,51,1.00,Unknown,0,2,0
8984,4308,641,356,48,44,1.00,51,1.00,Unknown,0,2,0
8984,4309,436,514,42,38,1.00,51,1.00,Unknown,0,2,0
8984,4310,161,373,43,31,1.00,51,1.00,Unknown,0,2,0
8994,4307,578,165,45,38,1.00,51,1.00,Unknown,0,2,0
8994,4308,642,358,48,44,1.00,51,1.00,Unknown,0,2,0
8994,4309,436,516,42,38,1.00,51,1.00,Unknown,0,2,0
8994,4310,161,375,43,31,1.00,51,1.00,Unknown,0,2,0
8995,4307,630,170,45,38,1.00,51,1.00,Unknown,0,2,0
8995,4308,700,368,48,44,1.00,51,1.00,Unknown,0,2,0
8995,4309,488,525,42,38,1.00,51,1.00,Unknown,0,2,0
8995,4310,209,381,43,31,1.00,51,1.00,Unknown,0,2,0
8998,4307,633,171,45,38,1.00,51,1.00,Unknown,0,2,0
8998,4308,700,367,48,44,1.00,51,1.00,Unknown,0,2,0
8998,4309,491,526,42,38,1.00,51,1.00,Unknown,0,2,0
8998,4310,211,382,43,31,1.00,51,1.00,Unknown,0,2,0
9048,4307,734,186,45,38,1.00,51,1.00,Unknown,0,2,0
9048,4308,801,382,48,44,1.00,51,1.00,Unknown,0,2,0
9048,4309,584,541,42,38,1.00,51,1.00,Unknown,0,2,0
9048,4310,297,394,43,31,1.00,51,1.00,Unknown,0,2,0
9118,4307,866,209,45,38,1.00,51,1.00,Unknown,0,2,0
9118,4308,931,404,48,44,1.00,51,1.00,Unknown,0,2,0
9118,4309,704,560,42,38,1.00,51,1.00,Unknown,0,2,0
9118,4310,417,413,43,31,1.00,51,1.00,Unknown,0,2,0
9158,4307,943,227,45,38,1.00,51,1.00,Unknown,0,2,0
9158,4308,1001,416,23,44,1.00,51,1.00,Unknown,0,2,0
9158,4309,774,572,42,38,1.00,51,1.00,Unknown,0,2,0
9158,4310,487,425,43,31,1.00,51,1.00,Unknown,0,2,0
9188,4307,999,237,25,38,1.00,51,1.00,Unknown,0,2,0
9188,4309,830,582,42,38,1.00,51,1.00,Unknown,0,2,0
9188,4310,531,435,43,31,1.00,51,1.00,Unknown,0,2,0
9298,4309,1010,604,14,38,1.00,51,1.00,Unknown,0,2,0
9298,4310,711,462,43,31,1.00,51,1.00,Unknown,0,2,0
9298,4311,0,781,14,41,1.00,51,1.00,Unknown,0,2,0
9318,4311,18,785,40,41,1.00,51,1.00,Unknown,0,2,0
