23957,1329,770,884,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
23977,1329,763,833,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24007,1329,756,762,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24037,1329,752,683,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24067,1329,749,605,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24077,1329,744,583,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24107,1329,740,501,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24137,1329,732,431,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24167,1329,735,356,66,58,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24197,1329,728,283,68,56,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24227,1329,725,213,68,56,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24247,1329,719,166,68,56,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
24297,1329,724,58,68,56,1.00,1,1.00,Cervus elaphus (Red deer),0,0,0
27165,1330,756,335,42,41,1.00,0,1.00,No-animal,0,0,0
27201,1330,735,288,42,41,1.00,0,1.00,No-animal,0,0,0
27265,1330,733,253,42,41,1.00,0,1.00,No-animal,0,0,0
27335,1330,740,248,42,41,1.00,0,1.00,No-animal,0,0,0
27365,1330,816,184,42,41,1.00,0,1.00,No-animal,0,0,0
27378,1330,856,163,42,41,1.00,0,1.00,No-animal,0,0,0
27395,1330,857,164,42,41,1.00,0,1.00,No-animal,0,0,0
27415,1330,825,134,42,41,1.00,0,1.00,No-animal,0,0,0
27447,1330,801,110,42,41,1.00,0,1.00,No-animal,0,0,0
27475,1330,786,123,42,41,1.00,0,1.00,No-animal,0,0,0
27528,1330,745,164,42,41,1.00,0,1.00,No-animal,0,0,0
27555,1330,738,217,42,41,1.00,0,1.00,No-animal,0,0,0
27565,1330,727,249,42,41,1.00,0,1.00,No-animal,0,0,0
