1708,2586,175,55,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1718,2586,178,117,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1724,2586,179,154,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1744,2586,180,317,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1764,2586,176,396,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1784,2586,186,440,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1814,2586,184,446,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1844,2586,211,468,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1864,2586,346,490,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1894,2586,578,500,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1924,2586,630,524,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1954,2586,637,529,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
1984,2586,596,533,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2014,2586,591,244,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2024,2586,586,164,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2026,2586,585,160,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2031,2586,586,154,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
2032,2586,596,153,86,118,1.00,61,0.50,Sus scrofa (Wild boar),2,2,0
