12692,1331,155,890,38,35,1.00,21,1.00,Homo sapiens (Human),0,0,0
12722,1331,164,795,38,35,1.00,21,1.00,Homo sapiens (Human),0,0,0
12762,1331,147,682,38,35,1.00,21,1.00,Homo sapiens (Human),0,0,0
12792,1331,137,596,38,35,1.00,21,1.00,Homo sapiens (Human),0,0,0
12832,1331,124,482,38,35,1.00,21,1.00,Homo sapiens (Human),0,0,0
12862,1331,113,406,38,35,1.00,21,1.00,Homo sapiens (Human),0,0,0
12872,1331,110,381,38,35,1.00,21,1.00,Homo sapiens (Human),0,0,0
15206,1332,633,107,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
15236,1332,634,171,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
15276,1332,635,253,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
15306,1332,638,324,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
15346,1332,634,420,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
15386,1332,639,528,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
15426,1332,640,645,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
15466,1332,638,772,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
15506,1332,636,901,28,26,1.00,22,1.00,Homo sapiens (Human),0,2,0
16719,1333,386,99,37,32,1.00,38,1.00,Unknown,0,0,0
16749,1333,455,134,37,32,1.00,38,1.00,Unknown,0,0,0
16789,1333,576,173,37,32,1.00,38,1.00,Unknown,0,0,0
16829,1333,700,183,37,32,1.00,38,1.00,Unknown,0,0,0
16859,1333,791,184,37,32,1.00,38,1.00,Unknown,0,0,0
16889,1333,889,167,37,32,1.00,38,1.00,Unknown,0,0,0
16929,1333,1010,131,14,32,1.00,38,1.00,Unknown,0,0,0
21176,1334,403,100,45,30,1.00,38,1.00,Unknown,0,0,0
21226,1334,402,194,45,30,1.00,38,1.00,Unknown,0,0,0
21256,1334,401,266,45,30,1.00,38,1.00,Unknown,0,0,0
21296,1334,403,368,45,30,1.00,38,1.00,Unknown,0,0,0
21336,1334,402,472,45,30,1.00,38,1.00,Unknown,0,0,0
21376,1334,400,590,45,30,1.00,38,1.00,Unknown,0,0,0
21406,1334,404,684,45,30,1.00,38,1.00,Unknown,0,0,0
21436,1334,402,779,45,30,1.00,38,1.00,Unknown,0,0,0
21476,1334,401,898,45,30,1.00,38,1.00,Unknown,0,0,0
