4957,4552,84,758,42,51,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5007,4552,82,643,42,51,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5067,4552,72,459,42,51,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5117,4552,63,344,42,51,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5149,4553,59,418,50,56,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5239,4553,48,219,50,56,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5444,4554,108,719,44,49,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5444,4555,48,312,34,40,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5474,4554,98,650,44,49,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5474,4555,39,219,34,40,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5524,4554,87,543,44,49,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5524,4555,28,112,34,40,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5564,4554,83,447,44,49,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
5604,4554,72,353,44,49,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
6470,4556,695,617,32,29,1.00,49,1.00,Unknown,0,0,0
6510,4556,692,532,32,29,1.00,49,1.00,Unknown,0,0,0
6540,4556,688,460,32,29,1.00,49,1.00,Unknown,0,0,0
8639,4557,180,99,44,39,1.00,50,0.50,Unknown,0,0,0
8649,4557,243,102,44,39,1.00,50,0.50,Unknown,0,0,0
8749,4557,433,117,44,39,1.00,50,0.50,Unknown,0,0,0
8913,4558,314,294,39,34,1.00,50,0.50,Unknown,0,0,0
8943,4558,385,300,39,34,1.00,50,0.50,Unknown,0,0,0
8991,4558,503,305,39,34,1.00,50,0.50,Unknown,0,0,0
13820,4559,270,742,35,29,1.00,50,0.50,Unknown,0,0,0
13896,4559,421,755,35,29,1.00,50,0.50,Unknown,0,0,0
13926,4559,474,760,35,29,1.00,50,0.50,Unknown,0,0,0
20252,4560,749,675,27,27,1.00,49,1.00,Unknown,0,0,0
20352,4560,543,626,27,27,1.00,49,1.00,Unknown,0,0,0
20442,4560,359,569,27,27,1.00,49,1.00,Unknown,0,0,0
20472,4560,303,533,27,27,1.00,49,1.00,Unknown,0,0,0
20512,4560,239,470,27,27,1.00,49,1.00,Unknown,0,0,0
20552,4560,193,398,27,27,1.00,49,1.00,Unknown,0,0,0
20853,4561,50,622,35,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
20853,4562,63,712,33,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
20973,4561,113,383,35,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
20973,4562,129,468,33,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
21003,4561,132,327,35,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
21003,4562,148,412,33,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
21003,4563,750,715,29,36,1.00,50,0.50,Unknown,0,0,0
21003,4564,705,700,33,35,1.00,50,0.50,Unknown,0,0,0
21073,4561,166,196,35,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
21073,4562,182,281,33,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
21073,4563,784,584,29,36,1.00,50,0.50,Unknown,0,0,0
21073,4564,739,569,33,35,1.00,50,0.50,Unknown,0,0,0
21123,4561,191,99,35,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
21123,4562,207,184,33,38,1.00,22,0.50,Capreolus capreolus (Roe deer),0,2,0
21123,4563,789,490,29,36,1.00,50,0.50,Unknown,0,0,0
21123,4564,756,476,33,35,1.00,50,0.50,Unknown,0,0,0
26259,4565,685,162,40,30,1.00,50,0.50,Unknown,0,0,0
26339,4565,617,306,40,30,1.00,50,0.50,Unknown,0,0,0
26449,4565,524,500,40,30,1.00,50,0.50,Unknown,0,0,0
26455,4566,998,748,26,33,1.00,50,0.50,Unknown,0,0,0
26505,4566,958,837,30,33,1.00,50,0.50,Unknown,0,0,0
26545,4566,928,914,30,33,1.00,50,0.50,Unknown,0,0,0
